target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
OR4F29,0,0,655,30453397,1.0,0.0
RP4-669L17.2,0,0,655,30453397,1.0,0.0
RP5-857K21.15,0,0,655,30453397,1.0,0.0
RP5-857K21.1,0,0,655,30453397,1.0,0.0
RP5-857K21.2,0,0,655,30453397,1.0,0.0
RP5-857K21.3,0,0,655,30453397,1.0,0.0
RP5-857K21.4,0,0,655,30453397,1.0,0.0
RP5-857K21.5,0,0,655,30453397,1.0,0.0
OR4F16,0,0,655,30453397,1.0,0.0
RP11-206L10.3,0,0,655,30453397,1.0,0.0
RP11-206L10.5,0,0,655,30453397,1.0,0.0
RP11-206L10.4,0,0,655,30453397,1.0,0.0
RP11-206L10.2,0,0,655,30453397,1.0,0.0
RP11-206L10.9,0,0,655,30453397,1.0,0.0
AL669831.1,0,0,655,30453397,1.0,0.0
FAM87B,0,0,655,30453397,1.0,0.0
LINC00115,3,0,655,30453397,1.0,0.0
FAM41C,3,0,655,30453397,1.0,0.0
AL645608.2,0,0,655,30453397,1.0,0.0
RP11-54O7.16,0,0,655,30453397,1.0,0.0
RP11-54O7.1,0,0,655,30453397,1.0,0.0
RP11-54O7.2,0,0,655,30453397,1.0,0.0
RP11-54O7.3,0,0,655,30453397,1.0,0.0
SAMD11,6,0,655,30453397,1.0,0.0
AL645608.1,0,0,655,30453397,1.0,0.0
NOC2L,5,0,655,30453397,1.0,0.0
KLHL17,2,0,655,30453397,1.0,0.0
PLEKHN1,5,0,655,30453397,1.0,0.0
C1orf170,2,0,655,30453397,1.0,0.0
RP11-54O7.17,0,0,655,30453397,1.0,0.0
HES4,30,0,655,30453397,1.0,0.0
RP11-54O7.11,0,0,655,30453397,1.0,0.0
ISG15,910,0,655,30453397,1.0,0.0
AGRN,53,0,655,30453397,1.0,0.0
RP11-54O7.18,0,0,655,30453397,1.0,0.0
RNF223,1,0,655,30453397,1.0,0.0
C1orf159,0,0,655,30453397,1.0,0.0
RP11-465B22.5,0,0,655,30453397,1.0,0.0
RP11-465B22.8,0,0,655,30453397,1.0,0.0
TTLL10-AS1,0,0,655,30453397,1.0,0.0
TTLL10,3,0,655,30453397,1.0,0.0
TNFRSF18,39,0,655,30453397,1.0,0.0
TNFRSF4,46,0,655,30453397,1.0,0.0
SDF4,9,0,655,30453397,1.0,0.0
B3GALT6,16,0,655,30453397,1.0,0.0
FAM132A,7,0,655,30453397,1.0,0.0
RP5-902P8.12,0,0,655,30453397,1.0,0.0
UBE2J2,12,0,655,30453397,1.0,0.0
RP5-902P8.10,0,0,655,30453397,1.0,0.0
SCNN1D,8,0,655,30453397,1.0,0.0
ACAP3,5,0,655,30453397,1.0,0.0
PUSL1,1,0,655,30453397,1.0,0.0
CPSF3L,0,0,655,30453397,1.0,0.0
GLTPD1,1,0,655,30453397,1.0,0.0
TAS1R3,113,0,655,30453397,1.0,0.0
DVL1,139,0,655,30453397,1.0,0.0
MXRA8,8,0,655,30453397,1.0,0.0
AURKAIP1,3,0,655,30453397,1.0,0.0
CCNL2,10,0,655,30453397,1.0,0.0
RP4-758J18.2,0,0,655,30453397,1.0,0.0
MRPL20,1,0,655,30453397,1.0,0.0
RP4-758J18.13,0,0,655,30453397,1.0,0.0
ANKRD65,0,0,655,30453397,1.0,0.0
RP4-758J18.7,0,0,655,30453397,1.0,0.0
TMEM88B,4,0,655,30453397,1.0,0.0
RP4-758J18.10,0,0,655,30453397,1.0,0.0
VWA1,11,0,655,30453397,1.0,0.0
ATAD3C,6,0,655,30453397,1.0,0.0
ATAD3B,13,0,655,30453397,1.0,0.0
ATAD3A,33,0,655,30453397,1.0,0.0
TMEM240,5,0,655,30453397,1.0,0.0
SSU72,63,0,655,30453397,1.0,0.0
AL645728.1,0,0,655,30453397,1.0,0.0
C1orf233,0,0,655,30453397,1.0,0.0
RP11-345P4.9,0,0,655,30453397,1.0,0.0
MIB2,25,0,655,30453397,1.0,0.0
MMP23B,9,0,655,30453397,1.0,0.0
CDK11B,3,0,655,30453397,1.0,0.0
RP11-345P4.10,0,0,655,30453397,1.0,0.0
SLC35E2B,0,0,655,30453397,1.0,0.0
RP11-345P4.7,0,0,655,30453397,1.0,0.0
CDK11A,5,0,655,30453397,1.0,0.0
SLC35E2,1,0,655,30453397,1.0,0.0
NADK,49,0,655,30453397,1.0,0.0
GNB1,63,0,655,30453397,1.0,0.0
RP1-140A9.1,0,0,655,30453397,1.0,0.0
CALML6,4,0,655,30453397,1.0,0.0
TMEM52,0,0,655,30453397,1.0,0.0
C1orf222,1,0,655,30453397,1.0,0.0
RP11-547D24.1,1,0,655,30453397,1.0,0.0
GABRD,53,0,655,30453397,1.0,0.0
RP11-547D24.3,0,0,655,30453397,1.0,0.0
PRKCZ,61,0,655,30453397,1.0,0.0
RP5-892K4.1,0,0,655,30453397,1.0,0.0
RP11-181G12.2,2,0,655,30453397,1.0,0.0
C1orf86,0,0,655,30453397,1.0,0.0
AL590822.2,0,0,655,30453397,1.0,0.0
AL590822.1,0,0,655,30453397,1.0,0.0
RP11-181G12.5,0,0,655,30453397,1.0,0.0
RP11-181G12.4,0,0,655,30453397,1.0,0.0
SKI,2517,0,655,30453397,1.0,0.0
MORN1,11,0,655,30453397,1.0,0.0
AL589739.1,0,0,655,30453397,1.0,0.0
RER1,38,0,655,30453397,1.0,0.0
PEX10,65,0,655,30453397,1.0,0.0
PLCH2,6,0,655,30453397,1.0,0.0
RP3-395M20.2,0,0,655,30453397,1.0,0.0
RP3-395M20.3,0,0,655,30453397,1.0,0.0
PANK4,7,0,655,30453397,1.0,0.0
HES5,409,0,655,30453397,1.0,0.0
RP3-395M20.12,0,0,655,30453397,1.0,0.0
TNFRSF14,84,0,655,30453397,1.0,0.0
RP3-395M20.7,0,0,655,30453397,1.0,0.0
RP3-395M20.9,0,0,655,30453397,1.0,0.0
FAM213B,2,0,655,30453397,1.0,0.0
MMEL1,22,0,655,30453397,1.0,0.0
RP13-436F16.1,0,0,655,30453397,1.0,0.0
TTC34,3,0,655,30453397,1.0,0.0
RP11-740P5.2,0,0,655,30453397,1.0,0.0
RP11-740P5.3,0,0,655,30453397,1.0,0.0
ACTRT2,2,0,655,30453397,1.0,0.0
LINC00982,6,0,655,30453397,1.0,0.0
PRDM16,380,0,655,30453397,1.0,0.0
RP1-163G9.2,0,0,655,30453397,1.0,0.0
RP11-22L13.1,0,0,655,30453397,1.0,0.0
ARHGEF16,8,0,655,30453397,1.0,0.0
RP11-168F9.2,0,0,655,30453397,1.0,0.0
MEGF6,5,0,655,30453397,1.0,0.0
RP11-46F15.2,0,0,655,30453397,1.0,0.0
TPRG1L,1,0,655,30453397,1.0,0.0
WRAP73,3,0,655,30453397,1.0,0.0
TP73,281,0,655,30453397,1.0,0.0
RP5-1092A11.5,0,0,655,30453397,1.0,0.0
RP5-1092A11.2,0,0,655,30453397,1.0,0.0
TP73-AS1,46,0,655,30453397,1.0,0.0
